confirmed,death,state,Date
44972,1779,California,4/27/2020
46164,1864,California,4/28/2020
48747,1946,California,4/29/2020
50130,2031,California,4/30/2020
52026,2126,California,5/1/2020
53347,2180,California,5/2/2020
54903,2216,California,5/3/2020
55884,2278,California,5/4/2020
58456,2381,California,5/5/2020
60616,2464,California,5/6/2020
62148,2535,California,5/7/2020
63800,2613,California,5/8/2020
66572,2687,California,5/9/2020
67600,2716,California,5/10/2020
69329,2779,California,5/11/2020
70980,2879,California,5/12/2020
72798,2957,California,5/13/2020
74871,3052,California,5/14/2020
76693,3136,California,5/15/2020
78725,3208,California,5/16/2020
80166,3240,California,5/17/2020
81518,3279,California,5/18/2020
83764,3403,California,5/19/2020
86018,3497,California,5/20/2020
88056,3583,California,5/21/2020
90281,3665,California,5/22/2020
92564,3737,California,5/23/2020
94069,3753,California,5/24/2020
96470,3768,California,5/25/2020
99492,3818,California,5/26/2020
101071,3894,California,5/27/2020
103813,3993,California,5/28/2020
106638,4077,California,5/29/2020
109895,4144,California,5/30/2020
111951,4172,California,5/31/2020
114733,4217,California,6/1/2020
117215,4305,California,6/2/2020
119374,4374,California,6/3/2020
122194,4444,California,6/4/2020
125783,4529,California,6/5/2020
128606,4607,California,6/6/2020
130657,4632,California,6/7/2020
133816,4657,California,6/8/2020
136681,4745,California,6/9/2020
139715,4854,California,6/10/2020
143439,4934,California,6/11/2020
146659,4978,California,6/12/2020
150034,5076,California,6/13/2020
152349,5099,California,6/14/2020
155726,5114,California,6/15/2020
158961,5200,California,6/16/2020
162798,5271,California,6/17/2020
167133,5355,California,6/18/2020
170862,5426,California,6/19/2020
175243,5494,California,6/20/2020
178657,5515,California,6/21/2020
184765,5566,California,6/22/2020
191477,5626,California,6/23/2020
196024,5725,California,6/24/2020
201112,5806,California,6/25/2020
206844,5868,California,6/26/2020
210692,5899,California,6/27/2020
215487,5932,California,6/28/2020
223646,5983,California,6/29/2020
231418,6082,California,6/30/2020
238681,6169,California,7/1/2020
246550,6265,California,7/2/2020
250514,6315,California,7/3/2020
252895,6334,California,7/4/2020
264681,6373,California,7/5/2020
271035,6441,California,7/6/2020
284012,6573,California,7/7/2020
292560,6718,California,7/8/2020
302484,6859,California,7/9/2020
310885,6955,California,7/10/2020
318761,7027,California,7/11/2020
324543,7051,California,7/12/2020
333357,7089,California,7/13/2020
346211,7250,California,7/14/2020
354885,7375,California,7/15/2020
364706,7489,California,7/16/2020
373259,7603,California,7/17/2020
380745,7702,California,7/18/2020
386906,7715,California,7/19/2020
397870,7770,California,7/20/2020
409305,7888,California,7/21/2020
421286,8047,California,7/22/2020
430773,8201,California,7/23/2020
440185,8337,California,7/24/2020
446452,8408,California,7/25/2020
452288,8448,California,7/26/2020
458121,8494,California,7/27/2020
470762,8679,California,7/28/2020
484913,8908,California,7/29/2020
492934,9026,California,7/30/2020
500556,9214,California,7/31/2020
506613,9345,California,8/1/2020
512175,9396,California,8/2/2020
516851,9441,California,8/3/2020
526685,9684,California,8/4/2020
530606,9808,California,8/5/2020
541339,10021,California,8/6/2020
546814,10133,California,8/7/2020
554388,10307,California,8/8/2020
559746,10377,California,8/9/2020
574231,10476,California,8/10/2020
578946,10523,California,8/11/2020
591376,10753,California,8/12/2020
597984,10870,California,8/13/2020
613101,11148,California,8/14/2020
617994,11218,California,8/15/2020
623873,11243,California,8/16/2020
629415,11296,California,8/17/2020
638140,11504,California,8/18/2020
647274,11690,California,8/19/2020
652267,11810,California,8/20/2020
658900,11946,California,8/21/2020
664435,12131,California,8/22/2020
669280,12153,California,8/23/2020
675561,12235,California,8/24/2020
681032,12382,California,8/25/2020
687004,12532,California,8/26/2020
691821,12677,California,8/27/2020
697385,12805,California,8/28/2020
702038,12894,California,8/29/2020
705951,12937,California,8/30/2020
712475,13022,California,8/31/2020
715617,13150,California,9/1/2020
721281,13317,California,9/2/2020
726018,13493,California,9/3/2020
730662,13638,California,9/4/2020
735314,13709,California,9/5/2020
738856,13731,California,9/6/2020
740965,13758,California,9/7/2020
744344,13823,California,9/8/2020
747290,13983,California,9/9/2020
750961,14077,California,9/10/2020
754905,14230,California,9/11/2020
758933,14327,California,9/12/2020
761728,14378,California,9/13/2020
765134,14439,California,9/14/2020
768204,14594,California,9/15/2020
771321,14691,California,9/16/2020
775037,14804,California,9/17/2020
779491,14893,California,9/18/2020
783313,15018,California,9/19/2020
786168,15016,California,9/20/2020
790096,15056,California,9/21/2020
793065,15189,California,9/22/2020
796436,15291,California,9/23/2020
799516,15393,California,9/24/2020
803660,15516,California,9/25/2020
807451,15583,California,9/26/2020
809890,15606,California,9/27/2020
812711,15633,California,9/28/2020
815654,15782,California,9/29/2020
819115,15885,California,9/30/2020
822205,15973,California,10/1/2020
826013,16054,California,10/2/2020
829521,16115,California,10/3/2020
832713,16147,California,10/4/2020
835507,16171,California,10/5/2020
838202,16244,California,10/6/2020
841928,16338,California,10/7/2020
845270,16418,California,10/8/2020
849076,16486,California,10/9/2020
852410,16567,California,10/10/2020
855190,16579,California,10/11/2020
857913,16586,California,10/12/2020
861310,16644,California,10/13/2020
865204,16729,California,10/14/2020
868148,16832,California,10/15/2020
871253,16910,California,10/16/2020
873614,16956,California,10/17/2020
875692,16979,California,10/18/2020
879645,16982,California,10/19/2020
883746,17055,California,10/20/2020
886939,17167,California,10/21/2020
893364,17256,California,10/22/2020
898799,17305,California,10/23/2020
903684,17343,California,10/24/2020
906596,17358,California,10/25/2020
910438,17386,California,10/26/2020
914888,17460,California,10/27/2020
919276,17529,California,10/28/2020
923648,17559,California,10/29/2020
928028,17618,California,10/30/2020
932143,17659,California,10/31/2020
935878,17671,California,11/1/2020
940411,17689,California,11/2/2020
945401,17745,California,11/3/2020
950920,17808,California,11/4/2020
956854,17860,California,11/5/2020
963211,17931,California,11/6/2020
969362,17961,California,11/7/2020
972713,17973,California,11/8/2020
981297,18021,California,11/9/2020
989432,18066,California,11/10/2020
995575,18108,California,11/11/2020
1004116,18135,California,11/12/2020
1013566,18205,California,11/13/2020
1023067,18253,California,11/14/2020
1032095,18262,California,11/15/2020
1041690,18288,California,11/16/2020
1052285,18347,California,11/17/2020
1064040,18453,California,11/18/2020
1077174,18542,California,11/19/2020
1089750,18640,California,11/20/2020
1105435,18672,California,11/21/2020
1114524,18726,California,11/22/2020
1128219,18753,California,11/23/2020
1145209,18862,California,11/24/2020
1160940,18968,California,11/25/2020
1171802,19025,California,11/26/2020
1185576,19089,California,11/27/2020
1200624,19116,California,11/28/2020
1215455,19151,California,11/29/2020
1230264,19173,California,11/30/2020
1246042,19304,California,12/1/2020
1265182,19410,California,12/2/2020
1286550,19553,California,12/3/2020
1310307,19734,California,12/4/2020
1337941,19870,California,12/5/2020
1366673,19928,California,12/6/2020
0,0,Colorado,1/22/2020
0,0,Colorado,1/23/2020
0,0,Colorado,1/24/2020
0,0,Colorado,1/25/2020
0,0,Colorado,1/26/2020
0,0,Colorado,1/27/2020
0,0,Colorado,1/28/2020
0,0,Colorado,1/29/2020
0,0,Colorado,1/30/2020
0,0,Colorado,1/31/2020
0,0,Colorado,2/1/2020
0,0,Colorado,2/2/2020
0,0,Colorado,2/3/2020
0,0,Colorado,2/4/2020
0,0,Colorado,2/5/2020
0,0,Colorado,2/6/2020
0,0,Colorado,2/7/2020
0,0,Colorado,2/8/2020
0,0,Colorado,2/9/2020
0,0,Colorado,2/10/2020
0,0,Colorado,2/11/2020
0,0,Colorado,2/12/2020
0,0,Colorado,2/13/2020
0,0,Colorado,2/14/2020
0,0,Colorado,2/15/2020
0,0,Colorado,2/16/2020
0,0,Colorado,2/17/2020
0,0,Colorado,2/18/2020
0,0,Colorado,2/19/2020
0,0,Colorado,2/20/2020
0,0,Colorado,2/21/2020
0,0,Colorado,2/22/2020
0,0,Colorado,2/23/2020
0,0,Colorado,2/24/2020
0,0,Colorado,2/25/2020
0,0,Colorado,2/26/2020
0,0,Colorado,2/27/2020
0,0,Colorado,2/28/2020
0,0,Colorado,2/29/2020
0,0,Colorado,3/1/2020
0,0,Colorado,3/2/2020
0,0,Colorado,3/3/2020
0,0,Colorado,3/4/2020
2,0,Colorado,3/5/2020
8,0,Colorado,3/6/2020
8,0,Colorado,3/7/2020
8,0,Colorado,3/8/2020
12,0,Colorado,3/9/2020
17,0,Colorado,3/10/2020
34,0,Colorado,3/11/2020
49,1,Colorado,3/12/2020
78,2,Colorado,3/13/2020
103,2,Colorado,3/14/2020
136,2,Colorado,3/15/2020
161,2,Colorado,3/16/2020
183,3,Colorado,3/17/2020
216,3,Colorado,3/18/2020
278,5,Colorado,3/19/2020
364,5,Colorado,3/20/2020
475,6,Colorado,3/21/2020
595,7,Colorado,3/22/2020
723,7,Colorado,3/23/2020
912,11,Colorado,3/24/2020
1087,20,Colorado,3/25/2020
1430,19,Colorado,3/26/2020
1738,31,Colorado,3/27/2020
2061,44,Colorado,3/28/2020
2308,47,Colorado,3/29/2020
2627,51,Colorado,3/30/2020
2966,69,Colorado,3/31/2020
3342,79,Colorado,4/1/2020
3728,97,Colorado,4/2/2020
4173,111,Colorado,4/3/2020
4565,126,Colorado,4/4/2020
4950,140,Colorado,4/5/2020
5183,150,Colorado,4/6/2020
5429,179,Colorado,4/7/2020
5655,193,Colorado,4/8/2020
6202,226,Colorado,4/9/2020
6513,250,Colorado,4/10/2020
6893,274,Colorado,4/11/2020
7307,289,Colorado,4/12/2020
7696,306,Colorado,4/13/2020
7950,327,Colorado,4/14/2020
8280,354,Colorado,4/15/2020
8675,372,Colorado,4/16/2020
9047,389,Colorado,4/17/2020
9440,411,Colorado,4/18/2020
9730,420,Colorado,4/19/2020
10112,447,Colorado,4/20/2020
10473,483,Colorado,4/21/2020
10891,506,Colorado,4/22/2020
11278,552,Colorado,4/23/2020
12256,674,Colorado,4/24/2020
12968,684,Colorado,4/25/2020
13441,688,Colorado,4/26/2020
13879,706,Colorado,4/27/2020
14316,736,Colorado,4/28/2020
14758,766,Colorado,4/29/2020
15284,777,Colorado,4/30/2020
15793,821,Colorado,5/1/2020
16225,832,Colorado,5/2/2020
16635,842,Colorado,5/3/2020
16918,851,Colorado,5/4/2020
17367,903,Colorado,5/5/2020
17832,919,Colorado,5/6/2020
18370,944,Colorado,5/7/2020
18827,960,Colorado,5/8/2020
19375,967,Colorado,5/9/2020
19703,971,Colorado,5/10/2020
19879,987,Colorado,5/11/2020
20157,1010,Colorado,5/12/2020
20475,1062,Colorado,5/13/2020
20838,1086,Colorado,5/14/2020
21232,1150,Colorado,5/15/2020
21633,1192,Colorado,5/16/2020
21938,1215,Colorado,5/17/2020
22202,1224,Colorado,5/18/2020
22482,1257,Colorado,5/19/2020
22797,1299,Colorado,5/20/2020
23191,1310,Colorado,5/21/2020
23487,1324,Colorado,5/22/2020
23964,1327,Colorado,5/23/2020
24174,1332,Colorado,5/24/2020
24269,1333,Colorado,5/25/2020
24565,1352,Colorado,5/26/2020
24767,1392,Colorado,5/27/2020
25121,1421,Colorado,5/28/2020
25612,1436,Colorado,5/29/2020
26098,1443,Colorado,5/30/2020
26378,1445,Colorado,5/31/2020
26577,1458,Colorado,6/1/2020
26788,1474,Colorado,6/2/2020
27060,1494,Colorado,6/3/2020
27360,1512,Colorado,6/4/2020
27615,1524,Colorado,6/5/2020
27848,1527,Colorado,6/6/2020
28001,1527,Colorado,6/7/2020
28183,1543,Colorado,6/8/2020
28347,1553,Colorado,6/9/2020
28499,1572,Colorado,6/10/2020
28647,1582,Colorado,6/11/2020
28822,1582,Colorado,6/12/2020
29017,1597,Colorado,6/13/2020
29130,1598,Colorado,6/14/2020
29299,1605,Colorado,6/15/2020
29442,1617,Colorado,6/16/2020
29671,1631,Colorado,6/17/2020
29901,1638,Colorado,6/18/2020
30187,1643,Colorado,6/19/2020
30348,1647,Colorado,6/20/2020
30539,1647,Colorado,6/21/2020
30705,1651,Colorado,6/22/2020
30893,1665,Colorado,6/23/2020
31155,1667,Colorado,6/24/2020
31479,1669,Colorado,6/25/2020
31796,1673,Colorado,6/26/2020
32022,1674,Colorado,6/27/2020
32307,1676,Colorado,6/28/2020
32511,1681,Colorado,6/29/2020
32715,1690,Colorado,6/30/2020
33029,1697,Colorado,7/1/2020
33352,1701,Colorado,7/2/2020
33612,1701,Colorado,7/3/2020
33866,1701,Colorado,7/4/2020
34065,1701,Colorado,7/5/2020
34257,1691,Colorado,7/6/2020
34664,1696,Colorado,7/7/2020
35116,1704,Colorado,7/8/2020
35525,1706,Colorado,7/9/2020
36191,1724,Colorado,7/10/2020
36591,1725,Colorado,7/11/2020
36913,1725,Colorado,7/12/2020
37236,1727,Colorado,7/13/2020
37686,1738,Colorado,7/14/2020
38155,1744,Colorado,7/15/2020
38726,1745,Colorado,7/16/2020
39344,1751,Colorado,7/17/2020
39788,1752,Colorado,7/18/2020
40142,1752,Colorado,7/19/2020
40566,1758,Colorado,7/20/2020
41059,1763,Colorado,7/21/2020
41698,1771,Colorado,7/22/2020
42313,1786,Colorado,7/23/2020
42980,1790,Colorado,7/24/2020
43789,1794,Colorado,7/25/2020
44336,1794,Colorado,7/26/2020
44565,1799,Colorado,7/27/2020
45314,1807,Colorado,7/28/2020
45796,1822,Colorado,7/29/2020
46204,1822,Colorado,7/30/2020
46809,1838,Colorado,7/31/2020
47267,1844,Colorado,8/1/2020
47727,1844,Colorado,8/2/2020
47968,1844,Colorado,8/3/2020
48394,1849,Colorado,8/4/2020
48988,1851,Colorado,8/5/2020
49436,1852,Colorado,8/6/2020
49893,1857,Colorado,8/7/2020
50324,1857,Colorado,8/8/2020
50660,1858,Colorado,8/9/2020
51038,1862,Colorado,8/10/2020
51441,1874,Colorado,8/11/2020
51756,1875,Colorado,8/12/2020
52219,1882,Colorado,8/13/2020
52538,1888,Colorado,8/14/2020
52838,1896,Colorado,8/15/2020
53176,1896,Colorado,8/16/2020
53370,1896,Colorado,8/17/2020
53631,1899,Colorado,8/18/2020
53901,1900,Colorado,8/19/2020
54230,1903,Colorado,8/20/2020
54230,1910,Colorado,8/21/2020
54883,1918,Colorado,8/22/2020
55143,1918,Colorado,8/23/2020
55341,1919,Colorado,8/24/2020
55800,1926,Colorado,8/25/2020
55993,1927,Colorado,8/26/2020
56343,1931,Colorado,8/27/2020
56773,1937,Colorado,8/28/2020
57040,1942,Colorado,8/29/2020
57223,1942,Colorado,8/30/2020
57424,1945,Colorado,8/31/2020
57775,1946,Colorado,9/1/2020
58019,1952,Colorado,9/2/2020
58287,1955,Colorado,9/3/2020
58287,1955,Colorado,9/4/2020
58986,1971,Colorado,9/5/2020
59271,1972,Colorado,9/6/2020
59484,1973,Colorado,9/7/2020
59671,1973,Colorado,9/8/2020
59911,1977,Colorado,9/9/2020
60175,1979,Colorado,9/10/2020
60482,1985,Colorado,9/11/2020
60896,1988,Colorado,9/12/2020
61313,1988,Colorado,9/13/2020
61687,1990,Colorado,9/14/2020
62099,1996,Colorado,9/15/2020
62686,2002,Colorado,9/16/2020
63145,2006,Colorado,9/17/2020
63750,2009,Colorado,9/18/2020
64356,2013,Colorado,9/19/2020
64857,2014,Colorado,9/20/2020
65399,2018,Colorado,9/21/2020
66053,2025,Colorado,9/22/2020
66669,2030,Colorado,9/23/2020
67217,2033,Colorado,9/24/2020
67926,2034,Colorado,9/25/2020
68510,2040,Colorado,9/26/2020
69079,2041,Colorado,9/27/2020
69490,2044,Colorado,9/28/2020
70025,2046,Colorado,9/29/2020
70536,2051,Colorado,9/30/2020
71218,2054,Colorado,10/1/2020
71898,2057,Colorado,10/2/2020
72555,2060,Colorado,10/3/2020
73076,2068,Colorado,10/4/2020
73537,2069,Colorado,10/5/2020
74191,2081,Colorado,10/6/2020
74922,2085,Colorado,10/7/2020
75785,2095,Colorado,10/8/2020
76619,2103,Colorado,10/9/2020
77642,2112,Colorado,10/10/2020
78461,2113,Colorado,10/11/2020
79037,2116,Colorado,10/12/2020
80085,2153,Colorado,10/13/2020
80777,2160,Colorado,10/14/2020
81918,2162,Colorado,10/15/2020
83230,2172,Colorado,10/16/2020
84369,2176,Colorado,10/17/2020
85302,2176,Colorado,10/18/2020
86374,2180,Colorado,10/19/2020
87582,2182,Colorado,10/20/2020
88849,2194,Colorado,10/21/2020
90222,2198,Colorado,10/22/2020
91572,2211,Colorado,10/23/2020
93400,2218,Colorado,10/24/2020
95089,2223,Colorado,10/25/2020
97300,2226,Colorado,10/26/2020
98733,2236,Colorado,10/27/2020
100208,2249,Colorado,10/28/2020
102014,2268,Colorado,10/29/2020
104426,2278,Colorado,10/30/2020
107350,2285,Colorado,10/31/2020
109910,2288,Colorado,11/1/2020
112147,2292,Colorado,11/2/2020
114709,2311,Colorado,11/3/2020
117637,2333,Colorado,11/4/2020
121006,2353,Colorado,11/5/2020
124469,2376,Colorado,11/6/2020
127967,2389,Colorado,11/7/2020
130984,2394,Colorado,11/8/2020
134537,2408,Colorado,11/9/2020
138427,2427,Colorado,11/10/2020
142402,2443,Colorado,11/11/2020
147599,2468,Colorado,11/12/2020
154038,2504,Colorado,11/13/2020
159234,2525,Colorado,11/14/2020
163417,2546,Colorado,11/15/2020
167713,2578,Colorado,11/16/2020
172044,2608,Colorado,11/17/2020
176694,2651,Colorado,11/18/2020
182801,2730,Colorado,11/19/2020
188566,2745,Colorado,11/20/2020
194679,2787,Colorado,11/21/2020
198600,2806,Colorado,11/22/2020
202289,2810,Colorado,11/23/2020
206439,2860,Colorado,11/24/2020
210630,2906,Colorado,11/25/2020
216683,2957,Colorado,11/26/2020
220953,2977,Colorado,11/27/2020
225283,2983,Colorado,11/28/2020
228772,3003,Colorado,11/29/2020
232905,3037,Colorado,11/30/2020
237310,3109,Colorado,12/1/2020
241172,3193,Colorado,12/2/2020
247209,3320,Colorado,12/3/2020
252222,3338,Colorado,12/4/2020
257347,3357,Colorado,12/5/2020
260581,3356,Colorado,12/6/2020
0,0,Connecticut,1/22/2020
0,0,Connecticut,1/23/2020
0,0,Connecticut,1/24/2020
0,0,Connecticut,1/25/2020
0,0,Connecticut,1/26/2020
0,0,Connecticut,1/27/2020
0,0,Connecticut,1/28/2020
0,0,Connecticut,1/29/2020
0,0,Connecticut,1/30/2020
0,0,Connecticut,1/31/2020
0,0,Connecticut,2/1/2020
0,0,Connecticut,2/2/2020
0,0,Connecticut,2/3/2020
0,0,Connecticut,2/4/2020
0,0,Connecticut,2/5/2020
0,0,Connecticut,2/6/2020
0,0,Connecticut,2/7/2020
0,0,Connecticut,2/8/2020
0,0,Connecticut,2/9/2020
0,0,Connecticut,2/10/2020
0,0,Connecticut,2/11/2020
0,0,Connecticut,2/12/2020
0,0,Connecticut,2/13/2020
0,0,Connecticut,2/14/2020
0,0,Connecticut,2/15/2020
0,0,Connecticut,2/16/2020
0,0,Connecticut,2/17/2020
0,0,Connecticut,2/18/2020
0,0,Connecticut,2/19/2020
0,0,Connecticut,2/20/2020
0,0,Connecticut,2/21/2020
0,0,Connecticut,2/22/2020
0,0,Connecticut,2/23/2020
0,0,Connecticut,2/24/2020
0,0,Connecticut,2/25/2020
0,0,Connecticut,2/26/2020
0,0,Connecticut,2/27/2020
0,0,Connecticut,2/28/2020
0,0,Connecticut,2/29/2020
0,0,Connecticut,3/1/2020
0,0,Connecticut,3/2/2020
0,0,Connecticut,3/3/2020
0,0,Connecticut,3/4/2020
0,0,Connecticut,3/5/2020
0,0,Connecticut,3/6/2020
0,0,Connecticut,3/7/2020
0,0,Connecticut,3/8/2020
0,0,Connecticut,3/9/2020
1,0,Connecticut,3/10/2020
3,0,Connecticut,3/11/2020
5,0,Connecticut,3/12/2020
11,0,Connecticut,3/13/2020
23,0,Connecticut,3/14/2020
24,0,Connecticut,3/15/2020
41,0,Connecticut,3/16/2020
68,0,Connecticut,3/17/2020
96,1,Connecticut,3/18/2020
159,3,Connecticut,3/19/2020
194,4,Connecticut,3/20/2020
194,4,Connecticut,3/21/2020
327,8,Connecticut,3/22/2020
415,10,Connecticut,3/23/2020
618,12,Connecticut,3/24/2020
875,19,Connecticut,3/25/2020
1012,21,Connecticut,3/26/2020
1291,27,Connecticut,3/27/2020
1524,33,Connecticut,3/28/2020
1993,34,Connecticut,3/29/2020
2571,36,Connecticut,3/30/2020
3128,69,Connecticut,3/31/2020
3557,85,Connecticut,4/1/2020
3824,112,Connecticut,4/2/2020
4914,131,Connecticut,4/3/2020
5276,165,Connecticut,4/4/2020
5675,189,Connecticut,4/5/2020
6906,206,Connecticut,4/6/2020
7781,277,Connecticut,4/7/2020
7781,326,Connecticut,4/8/2020
9784,380,Connecticut,4/9/2020
10538,448,Connecticut,4/10/2020
11510,494,Connecticut,4/11/2020
12035,554,Connecticut,4/12/2020
13381,602,Connecticut,4/13/2020
13989,671,Connecticut,4/14/2020
14755,868,Connecticut,4/15/2020
15884,971,Connecticut,4/16/2020
16809,1036,Connecticut,4/17/2020
17550,1086,Connecticut,4/18/2020
17962,1127,Connecticut,4/19/2020
19815,1331,Connecticut,4/20/2020
20360,1423,Connecticut,4/21/2020
22469,1544,Connecticut,4/22/2020
23100,1639,Connecticut,4/23/2020
23936,1767,Connecticut,4/24/2020
24583,1865,Connecticut,4/25/2020
25269,1924,Connecticut,4/26/2020
25997,2012,Connecticut,4/27/2020
26312,2087,Connecticut,4/28/2020
26767,2169,Connecticut,4/29/2020
27700,2257,Connecticut,4/30/2020
28764,2339,Connecticut,5/1/2020
29287,2436,Connecticut,5/2/2020
29287,2436,Connecticut,5/3/2020
29973,2556,Connecticut,5/4/2020
30621,2633,Connecticut,5/5/2020
30995,2718,Connecticut,5/6/2020
31784,2797,Connecticut,5/7/2020
32411,2874,Connecticut,5/8/2020
32984,2932,Connecticut,5/9/2020
33554,2967,Connecticut,5/10/2020
33765,3008,Connecticut,5/11/2020
34333,3041,Connecticut,5/12/2020
34855,3125,Connecticut,5/13/2020
35464,3219,Connecticut,5/14/2020
36085,3285,Connecticut,5/15/2020
36703,3339,Connecticut,5/16/2020
37419,3408,Connecticut,5/17/2020
38116,3450,Connecticut,5/18/2020
38430,3472,Connecticut,5/19/2020
39017,3529,Connecticut,5/20/2020
39208,3583,Connecticut,5/21/2020
39640,3637,Connecticut,5/22/2020
40022,3675,Connecticut,5/23/2020
40468,3693,Connecticut,5/24/2020
40873,3742,Connecticut,5/25/2020
41303,3769,Connecticut,5/26/2020
41288,3803,Connecticut,5/27/2020
41559,3826,Connecticut,5/28/2020
41762,3868,Connecticut,5/29/2020
42022,3912,Connecticut,5/30/2020
42201,3944,Connecticut,5/31/2020
42740,3970,Connecticut,6/1/2020
42979,3972,Connecticut,6/2/2020
43091,3989,Connecticut,6/3/2020
43239,4007,Connecticut,6/4/2020
43460,4038,Connecticut,6/5/2020
43818,4055,Connecticut,6/6/2020
43968,4071,Connecticut,6/7/2020
44092,4084,Connecticut,6/8/2020
44179,4097,Connecticut,6/9/2020
44347,4120,Connecticut,6/10/2020
44461,4146,Connecticut,6/11/2020
44689,4159,Connecticut,6/12/2020
44994,4186,Connecticut,6/13/2020
45088,4201,Connecticut,6/14/2020
45235,4204,Connecticut,6/15/2020
45349,4210,Connecticut,6/16/2020
45429,4219,Connecticut,6/17/2020
45440,4226,Connecticut,6/18/2020
45557,4238,Connecticut,6/19/2020
45715,4251,Connecticut,6/20/2020
45755,4260,Connecticut,6/21/2020
45782,4263,Connecticut,6/22/2020
45899,4277,Connecticut,6/23/2020
45913,4287,Connecticut,6/24/2020
45994,4298,Connecticut,6/25/2020
46059,4307,Connecticut,6/26/2020
46206,4311,Connecticut,6/27/2020
46303,4316,Connecticut,6/28/2020
46362,4320,Connecticut,6/29/2020
46514,4322,Connecticut,6/30/2020
46572,4324,Connecticut,7/1/2020
46646,4326,Connecticut,7/2/2020
46717,4335,Connecticut,7/3/2020
46717,4335,Connecticut,7/4/2020
46717,4335,Connecticut,7/5/2020
46976,4338,Connecticut,7/6/2020
47033,4338,Connecticut,7/7/2020
47108,4343,Connecticut,7/8/2020
47209,4348,Connecticut,7/9/2020
47287,4348,Connecticut,7/10/2020
47287,4348,Connecticut,7/11/2020
47287,4348,Connecticut,7/12/2020
47510,4371,Connecticut,7/13/2020
47530,4372,Connecticut,7/14/2020
47636,4380,Connecticut,7/15/2020
47750,4389,Connecticut,7/16/2020
47893,4396,Connecticut,7/17/2020
47893,4396,Connecticut,7/18/2020
47893,4396,Connecticut,7/19/2020
48055,4406,Connecticut,7/20/2020
48096,4406,Connecticut,7/21/2020
48223,4406,Connecticut,7/22/2020
48232,4410,Connecticut,7/23/2020
48776,4413,Connecticut,7/24/2020
48776,4413,Connecticut,7/25/2020
48776,4413,Connecticut,7/26/2020
48983,4418,Connecticut,7/27/2020
49077,4423,Connecticut,7/28/2020
49540,4425,Connecticut,7/29/2020
49670,4431,Connecticut,7/30/2020
49810,4432,Connecticut,7/31/2020
49810,4432,Connecticut,8/1/2020
49810,4432,Connecticut,8/2/2020
50062,4437,Connecticut,8/3/2020
50110,4437,Connecticut,8/4/2020
50225,4437,Connecticut,8/5/2020
50245,4437,Connecticut,8/6/2020
50320,4441,Connecticut,8/7/2020
50320,4441,Connecticut,8/8/2020
50320,4441,Connecticut,8/9/2020
50567,4444,Connecticut,8/10/2020
50684,4444,Connecticut,8/11/2020
50706,4450,Connecticut,8/12/2020
50782,4450,Connecticut,8/13/2020
50897,4453,Connecticut,8/14/2020
50897,4453,Connecticut,8/15/2020
50897,4453,Connecticut,8/16/2020
51267,4456,Connecticut,8/17/2020
51255,4456,Connecticut,8/18/2020
51314,4457,Connecticut,8/19/2020
51432,4458,Connecticut,8/20/2020
51519,4460,Connecticut,8/21/2020
51519,4460,Connecticut,8/22/2020
51519,4460,Connecticut,8/23/2020
52011,4460,Connecticut,8/24/2020
52040,4463,Connecticut,8/25/2020
52220,4463,Connecticut,8/26/2020
52350,4465,Connecticut,8/27/2020
52495,4465,Connecticut,8/28/2020
52495,4465,Connecticut,8/29/2020
52495,4465,Connecticut,8/30/2020
52879,4465,Connecticut,8/31/2020
53006,4466,Connecticut,9/1/2020
53108,4467,Connecticut,9/2/2020
53209,4468,Connecticut,9/3/2020
53365,4468,Connecticut,9/4/2020
53365,4468,Connecticut,9/5/2020
53365,4468,Connecticut,9/6/2020
53365,4468,Connecticut,9/7/2020
53782,4474,Connecticut,9/8/2020
53871,4474,Connecticut,9/9/2020
54093,4478,Connecticut,9/10/2020
54326,4480,Connecticut,9/11/2020
54326,4480,Connecticut,9/12/2020
54326,4480,Connecticut,9/13/2020
54895,4485,Connecticut,9/14/2020
55031,4485,Connecticut,9/15/2020
55166,4487,Connecticut,9/16/2020
55386,4488,Connecticut,9/17/2020
55527,4492,Connecticut,9/18/2020
55527,4492,Connecticut,9/19/2020
55527,4492,Connecticut,9/20/2020
56024,4495,Connecticut,9/21/2020
56160,4496,Connecticut,9/22/2020
56315,4497,Connecticut,9/23/2020
56472,4499,Connecticut,9/24/2020
56587,4501,Connecticut,9/25/2020
56587,4501,Connecticut,9/26/2020
56587,4501,Connecticut,9/27/2020
57147,4503,Connecticut,9/28/2020
57329,4505,Connecticut,9/29/2020
57550,4508,Connecticut,9/30/2020
57742,4511,Connecticut,10/1/2020
58297,4513,Connecticut,10/2/2020
58297,4513,Connecticut,10/3/2020
58297,4513,Connecticut,10/4/2020
59120,4517,Connecticut,10/5/2020
59241,4521,Connecticut,10/6/2020
59364,4522,Connecticut,10/7/2020
59748,4527,Connecticut,10/8/2020
60038,4530,Connecticut,10/9/2020
60038,4530,Connecticut,10/10/2020
60038,4530,Connecticut,10/11/2020
61377,4532,Connecticut,10/12/2020
61697,4533,Connecticut,10/13/2020
61861,4537,Connecticut,10/14/2020
62028,4540,Connecticut,10/15/2020
62830,4542,Connecticut,10/16/2020
62830,4542,Connecticut,10/17/2020
62830,4542,Connecticut,10/18/2020
